loan_id,application_date,issue_date,age,region,marital_status,income,employment_years,credit_score,requested_amount,approved_amount,term_months,num_previous_loans,num_previous_defaults,days_overdue_first60,payment_missed_30,collection_contacted,paid_interest_total,last_payment_date,contract_closed_reason,status_90days,target
1847,2024-10-14,2024-10-21,47.0,NW,married,4014.7516550290193,22.570698993785093,584.8563683698143,25955.150239171067,24366.026517142214,12,1,0,17,0,1,572.5571116635795,2024-11-11,DEFAULT,DEFAULT,1
1848,2025-01-26,2025-01-31,39.0,North,single,4357.2971448973085,18.04029010610034,,9547.616749984418,9003.525755450697,12,2,1,29,0,1,170.61574386187706,2025-03-13,DEFAULT,DEFAULT,1
1849,2025-01-04,2025-01-15,24.0,Central,single,4428.264269666356,2.7401644425477314,633.1072592451546,5442.412928740191,5060.38547281284,12,3,0,0,0,0,820.5320284625552,2025-04-01,PAID_OFF,OK,0
1850,2024-04-26,2024-04-30,54.0,North,single,8294.247632997522,24.726107102053845,704.3001565652289,11742.777255364093,10807.927619012706,12,3,0,0,0,0,1389.6475650440016,2024-10-10,PAID_OFF,OK,0
1851,2024-02-20,2024-02-29,39.0,West,single,4310.966127702857,10.610221987691522,731.0405497321814,47230.95546229309,41954.66023465659,24,4,0,0,0,0,11855.52915311377,2024-11-18,PAID_OFF,OK,0
1852,2024-07-02,2024-07-04,70.0,Central,single,2926.872376921739,48.652140328948875,,2997.4917359272513,2840.070517140746,6,4,1,0,0,0,171.47599632147208,2024-08-07,PAID_OFF,OK,0
1853,2024-11-23,2024-11-28,56.0,Central,married,4334.997572759302,36.8962249115118,558.7914277023698,23066.528271103005,20309.461252745354,24,1,0,28,1,0,239.8621023125891,2024-12-15,RESTRUCTURED,DEFAULT,1
1854,2024-04-19,2024-04-27,43.0,Central,married,2822.968426437931,17.030968468486396,604.9109977561742,56220.54984207056,49458.5163414468,12,2,1,10,1,1,22.005859125111954,2024-05-19,DEFAULT,DEFAULT,1
1855,2024-03-09,2024-03-18,19.0,West,single,2054.4043851692704,0.0,666.4956998484602,6603.989181865747,6603.989181865747,36,2,1,0,1,0,2427.011836422161,2025-01-16,PAID_OFF,OK,0
1856,2025-09-01,2025-09-14,50.0,FarEast,married,6440.6736496283565,69.0,,8653.44169210911,7458.786242294921,18,1,0,56,0,1,173.23060049230367,2025-10-27,DEFAULT,DEFAULT,1
1857,2024-09-27,2024-10-01,67.0,Central,divorced,4571.508383044174,33.960573702538746,606.4149603696708,20175.36353051199,18049.235936480596,24,3,0,0,0,0,3821.2555594453465,2025-08-08,PAID_OFF,OK,0
1858,2025-02-18,2025-03-03,44.0,Central,married,1379.8202013005425,20.04792479246205,710.1644541828967,7061.940991542498,5759.932360732405,24,1,0,0,0,0,1769.6611334553052,2025-08-19,PAID_OFF,OK,0
1859,2025-01-06,2025-01-18,55.0,East,married,2486.634610396151,35.968120246130816,574.9067004918365,55753.89097189326,55753.89097189326,12,0,0,30,1,1,631.7708184473319,2025-03-07,DEFAULT,IN_ARREARS,1
1860,2025-06-16,2025-06-21,24.0,NW,single,5111.962908559109,0.7669564804394089,536.1043707008618,4215.078834223336,3950.596853242362,36,2,1,1,1,0,123.2565463194356,2025-07-05,DEFAULT,DEFAULT,1
1861,2025-06-22,2025-06-24,41.0,West,single,1601.3558484919627,11.160650478310398,582.4506307665304,15163.895366705086,10263.481022869553,12,1,1,52,1,1,347.810901694427,2025-07-07,DEFAULT,DEFAULT,1
1862,2024-08-01,2024-08-04,64.0,Volga,single,2401.9871459382457,,674.5276092303851,17711.710017634658,15687.924565210733,12,0,0,0,0,1,1942.8050623093009,2025-01-24,PAID_OFF,OK,0
1863,2025-09-02,2025-09-11,42.0,North,single,13243.644507692554,20.028345901042968,,9020.857943497029,9020.857943497029,12,2,1,51,1,1,169.46321121469526,2025-10-10,DEFAULT,DEFAULT,1
1864,2024-09-17,2024-09-28,69.0,Ural,married,2966.020114522446,48.04133013840589,779.4313423809033,19664.5260370401,14218.696036317953,6,2,1,2,1,1,201.3077456235555,2024-11-03,DEFAULT,IN_ARREARS,1
1865,2025-08-24,2025-09-02,41.0,Central,married,6014.118945889094,23.390239893537704,632.1390437092226,19379.043941188684,13535.658769167812,24,1,0,0,0,0,2063.1160812949897,2025-09-28,PAID_OFF,OK,0
1866,2024-10-12,2024-10-22,65.0,Central,married,7411.230371952749,42.09203650602558,582.7252160530231,10687.637428926035,9301.274515319852,12,3,0,0,0,0,755.7929057383016,2025-07-31,PAID_OFF,OK,0
1867,2024-03-21,2024-03-22,55.0,East,single,2222.2367946201102,31.622565409118728,651.8180853302867,5782.874086697877,4183.744729064193,18,1,0,7,1,0,81.01907404505069,2024-04-27,DEFAULT,DEFAULT,1
1868,2025-07-02,2025-07-09,72.0,West,married,3998.6052483188837,56.13493174452018,660.952260529993,8654.938713568907,7971.137605503484,18,3,0,0,0,0,1282.670749614751,2025-09-20,PAID_OFF,OK,0
1869,2024-01-10,2024-01-23,48.0,Siberia,divorced,,21.908345260261534,530.6289933530629,24760.618742115093,18237.981184482775,24,1,0,58,1,1,821.8933770191247,2024-02-09,DEFAULT,DEFAULT,1
1870,2025-07-13,2025-07-18,45.0,NW,married,4404.053367432635,27.573410706786763,521.1969977977209,21428.477381145298,17979.53313757774,36,3,0,58,1,1,1296.9928283517597,2025-08-23,DEFAULT,DEFAULT,1
1871,2024-01-19,2024-02-01,38.0,,married,,10.347442222208569,559.60367082267,12851.798208570459,10602.30088522393,24,2,0,0,0,0,1702.6798873702344,2024-06-15,EARLY_REPAYMENT,LATE_BUT_CURED,0
1872,2024-05-30,2024-05-31,55.0,Central,married,2545.4747124408655,29.357338010918298,735.6025361472762,13432.237059035138,11623.564539035586,24,4,0,0,0,0,2791.3458530707408,2025-01-16,PAID_OFF,OK,0
1873,2025-03-03,2025-03-17,74.0,NW,married,8596.124887690092,53.456305395479966,,13696.506145330106,13696.506145330106,18,0,0,36,1,1,349.0218225518125,2025-05-03,DEFAULT,DEFAULT,1
1874,2025-11-08,2025-11-19,27.0,,single,3529.3014528400745,12.141662293388016,611.8974014907224,14969.088057104427,13013.511143153622,36,0,0,0,0,0,4585.380686497355,2026-07-30,PAID_OFF,OK,0
1875,2024-10-16,2024-10-25,72.0,NW,married,2971.3694326827695,50.73707257959105,685.150393931363,11089.13710050523,8748.495329125559,24,2,1,0,0,0,2424.038677959278,2024-12-14,PAID_OFF,OK,0
1876,2024-03-20,2024-03-29,74.0,Central,divorced,4820.045241740939,44.99927843040819,725.3552434832387,6919.301201311105,6516.069530388556,24,4,1,0,0,0,1891.2811349618692,2025-03-11,EARLY_REPAYMENT,OK,0
1877,2024-06-05,2024-06-19,62.0,South,single,3310.283175095368,43.5553484923785,597.5239043035143,52845.77824044713,47612.95476732496,36,1,0,53,1,1,5380.869966808336,2024-06-26,DEFAULT,DEFAULT,1
1878,2025-10-12,2025-10-17,51.0,Central,married,3355.0899617967925,25.028550968258287,659.271109537941,23928.312234583056,19824.87705776259,12,4,0,8,0,1,33.90419988100724,2025-11-21,DEFAULT,DEFAULT,1
1879,2025-06-13,2025-06-15,68.0,Siberia,single,4460.938982471569,49.165240120740926,665.4616659004029,16303.585977542903,16005.026033263686,12,3,1,0,0,0,2086.8916669309388,2025-08-25,PAID_OFF,OK,0
1880,2024-03-01,2024-03-14,33.0,West,married,1417.5016871412124,12.437429850159685,710.7655847924899,10165.489654777111,10165.489654777111,18,0,0,0,0,0,1533.452495271641,2025-01-28,PAID_OFF,OK,0
1881,2024-10-07,2024-10-08,54.0,Central,widowed,2347.697066068953,24.494002669382542,649.3077087300356,10347.415953275387,7838.631085592538,12,0,0,0,0,0,1142.3042279155877,2025-07-30,PAID_OFF,OK,0
1882,2024-07-03,2024-07-12,64.0,East,single,5023.286992150424,43.80125907551163,,11788.588589581985,11788.588589581985,24,1,0,0,0,0,2576.909733236912,2025-01-28,PAID_OFF,OK,0
1883,2024-05-06,2024-05-09,64.0,Volga,single,,35.825902581225186,648.1619311874177,39899.85449131155,38693.622751311166,12,2,0,28,1,1,1169.1081427798542,2024-05-22,DEFAULT,DEFAULT,1
1884,2025-08-28,2025-09-10,52.0,Volga,single,4184.456482282322,36.76053824428505,674.3154689554425,6554.031005836372,5961.577964069564,24,1,0,0,0,0,1143.5162967885083,2025-11-17,PAID_OFF,OK,0
1885,2025-03-13,2025-03-27,40.0,East,divorced,4017.654375237397,10.13681027150962,640.7824190472643,13453.945015241452,12418.956982059608,18,2,0,5,1,1,439.29226943304434,2025-04-26,DEFAULT,DEFAULT,1
1886,2024-05-04,2024-05-11,73.0,West,married,4279.9187676655665,50.202830453696166,602.9511158224478,7817.828107464265,7194.004021804065,24,1,0,4,1,1,337.09544048254804,2024-05-18,DEFAULT,DEFAULT,1
1887,2025-04-13,2025-04-20,57.0,Volga,single,,30.26925018739888,557.7064599926636,5335.538638584297,5335.538638584297,12,1,0,16,1,1,59.19656016145876,2025-05-18,DEFAULT,DEFAULT,1
1888,2024-10-23,2024-10-29,62.0,FarEast,married,,47.0542217677189,728.3007215153806,34217.8303484621,28296.598943805584,36,0,0,3,1,1,2354.390965645883,2024-11-25,DEFAULT,DEFAULT,1
1889,2024-02-08,2024-02-14,54.0,South,single,,24.25646271985826,700.4282472086121,9893.852457490137,8977.731944757112,12,1,0,10,1,1,192.68786901384127,2024-03-14,DEFAULT,DEFAULT,1
1890,2024-11-10,2024-11-24,68.0,Siberia,single,3372.1429323013695,54.0,652.3640164877389,5482.680307625066,5482.680307625066,24,0,0,36,1,1,284.7483366399304,2024-12-30,DEFAULT,DEFAULT,1
1891,2024-05-11,2024-05-15,45.0,Volga,married,,21.19366571321524,577.9315310554184,13255.984392277242,11242.138973088477,36,2,0,0,0,0,4019.601188496864,2024-09-20,EARLY_REPAYMENT,OK,0
1892,2024-06-14,2024-06-28,49.0,,married,,24.17849594164946,,12798.279798635023,11627.8502837211,12,3,0,32,0,1,434.6673817216331,2024-07-31,DEFAULT,DEFAULT,1
1893,2025-09-25,2025-10-04,64.0,East,civil_union,1866.5021734855807,45.86303944990601,610.5548642451403,5666.755448017709,5666.755448017709,24,1,1,42,1,0,414.9946799916313,2025-10-13,DEFAULT,DEFAULT,1
1894,2025-05-20,2025-06-03,48.0,FarEast,single,3470.96526785669,25.82872418685403,527.0553388263982,31220.00138510312,25740.781650151395,6,1,0,39,1,1,127.92994161353018,2025-06-29,DEFAULT,DEFAULT,1
1895,2024-03-30,2024-04-08,32.0,Volga,single,5808.563694757442,5.749670256741467,713.24929229489,33713.480223649654,33194.71405794865,12,0,0,0,0,0,2770.1504587850004,2024-10-24,PAID_OFF,OK,0
1896,2025-09-02,2025-09-14,61.0,Siberia,single,2838.407045619776,,506.70811030877474,11068.828679186852,9771.29457314881,12,4,2,44,1,0,281.70728566925914,2025-09-21,RESTRUCTURED,DEFAULT,1
1897,2025-02-16,2025-02-23,39.0,,married,2507.579440393331,14.514236584290058,632.9694893278122,26163.933295300892,24201.519263063765,12,2,1,49,1,1,348.1228826464231,2025-03-13,RESTRUCTURED,DEFAULT,1
1898,2025-09-25,2025-10-01,24.0,Siberia,married,4558.9721477808225,0.0,703.8906250506624,7396.450398211957,6255.507534988793,12,1,0,25,1,1,114.72566251851504,2025-10-09,DEFAULT,DEFAULT,1
1899,2025-06-27,2025-06-30,39.0,FarEast,single,2970.4916639424205,21.051681610065906,660.5363613703245,7488.8294112479125,7488.8294112479125,24,1,0,0,0,0,1162.2506385432052,2026-01-11,PAID_OFF,OK,0
1900,2024-09-02,2024-09-05,21.0,Central,married,5436.917165806463,0.0,698.8721246110199,40368.77094868723,35173.553451177686,24,2,0,0,0,0,11929.15860318315,2024-12-29,PAID_OFF,OK,0
1901,2025-01-25,2025-01-25,68.0,North,married,3133.341765379958,48.31373346529466,725.0702190411776,15125.563751578167,12163.277625846049,24,2,0,4,1,1,47.92290675617171,2025-03-15,DEFAULT,DEFAULT,1
1902,2025-01-18,2025-01-23,75.0,Central,single,2004.0197506765232,50.906594099140996,582.9367471476539,16472.512083053647,15364.902448598004,12,4,0,20,1,1,439.56458274397477,2025-03-09,DEFAULT,DEFAULT,1
1903,2025-05-27,2025-06-10,33.0,Central,married,7121.092152437929,14.221658216556776,649.8570826318601,5637.2658033190355,4194.482409460075,24,1,0,0,0,0,1015.4919933421533,2026-06-04,PAID_OFF,OK,0
1904,2024-06-16,2024-06-30,71.0,West,single,6497.34371982072,,645.720900805272,4675.296285131628,4675.296285131628,24,0,0,2,0,1,16.798228266893098,2024-08-12,DEFAULT,DEFAULT,1
1905,2024-08-21,2024-08-31,59.0,NW,married,2170.642549959774,32.39469418471266,642.747722019375,28351.578312475576,28351.578312475576,24,1,0,60,1,0,1650.5318089826576,2024-09-19,DEFAULT,DEFAULT,1
1906,2024-06-22,2024-06-27,73.0,Siberia,divorced,4265.736146534236,48.45342306805416,,2078.040714699,1864.0965940738045,12,2,1,0,0,0,210.14598983877153,2025-06-24,PAID_OFF,OK,0
1907,2024-07-28,2024-08-04,27.0,South,married,2972.574105748002,12.122958193948186,694.503476315233,20419.605600801082,15454.47133225223,36,3,0,0,0,0,5691.03378947375,2024-12-27,EARLY_REPAYMENT,OK,0
1908,2024-04-16,2024-04-27,21.0,Volga,single,4769.75543391845,0.0,719.9082293123158,54029.22539245375,52152.166671319894,24,1,0,0,0,0,17457.255247731304,2025-03-08,EARLY_REPAYMENT,OK,0
1909,2024-01-27,2024-01-27,71.0,Central,single,,46.34584880017039,580.0893233362183,11902.411073309071,11580.481794855565,6,1,1,5,0,1,77.74113777785375,2024-02-25,RESTRUCTURED,DEFAULT,1
1910,2025-11-05,2025-11-18,33.0,North,married,5412.353736701623,12.092311663635105,671.3859393510565,19269.53035915385,15222.316491453967,12,1,0,1,1,0,344.17138734577924,2025-12-12,DEFAULT,IN_ARREARS,1
1911,2024-02-11,2024-02-24,52.0,West,single,6361.337865105762,29.346895005728722,,12891.259412593643,12891.259412593643,18,2,1,31,1,1,322.43563044478697,2024-03-09,DEFAULT,DEFAULT,1
1912,2025-09-27,2025-10-11,70.0,Volga,single,2179.491513976081,42.562899714171905,,42851.62774987003,42851.62774987003,12,4,0,55,1,0,509.5908343686083,2025-10-21,DEFAULT,DEFAULT,1
1913,2024-01-02,2024-01-03,37.0,West,married,3620.5032729610566,9.093368673205742,763.547761321714,47014.80453061602,41470.48374394211,24,2,0,0,0,0,10946.171974736377,2024-11-24,PAID_OFF,OK,0
1914,2025-07-08,2025-07-22,23.0,FarEast,single,6428.5272653307975,4.744926694653261,755.1931699088814,5143.231319602052,5064.954299385374,12,2,0,0,0,0,746.637347650368,2025-10-30,PAID_OFF,LATE_BUT_CURED,0
1915,2024-08-19,2024-08-28,63.0,Volga,divorced,2121.4115008358763,35.05774086519493,558.7005386630615,19678.286119687844,18800.673627174805,18,2,0,57,1,1,29.048253758454624,2024-09-30,DEFAULT,DEFAULT,1
1916,2025-01-05,2025-01-13,44.0,West,single,2505.1526300399173,26.421622335657275,,5715.190765096051,4896.988714309427,24,2,1,45,1,1,163.06202565048682,2025-03-03,DEFAULT,DEFAULT,1
1917,2024-07-23,2024-07-25,19.0,Ural,married,4872.620933428127,0.0,679.6658125924785,19236.31703939777,19236.31703939777,24,2,0,23,0,1,1125.1345410069148,2024-08-11,DEFAULT,DEFAULT,1
1918,2024-12-17,2024-12-24,37.0,North,single,3229.7941464864193,3.384356713409044,609.8401887539768,13998.106697319738,12835.83517840765,12,2,0,17,1,1,86.05969801646764,2025-02-04,DEFAULT,DEFAULT,1
1919,2024-11-21,2024-11-26,48.0,N-W,married,1592.2141320112873,29.23496913481245,737.5002579489309,16707.301968590262,16486.675565304595,18,2,0,7,0,1,29.706084924545348,2025-01-08,DEFAULT,DEFAULT,1
1920,2025-01-08,2025-01-22,69.0,Central,married,2982.175789429503,51.00771944513085,702.6188232118637,41478.11713314143,41478.11713314143,36,1,0,31,1,1,2302.597304295147,2025-02-14,DEFAULT,DEFAULT,1
1921,2024-10-09,2024-10-14,31.0,N-W,married,8381.133792837909,11.91061285530702,685.0198247968547,4931.1534124725495,4802.926643384998,12,1,0,0,0,0,540.0271097220711,2025-01-11,PAID_OFF,OK,0
1922,2025-01-24,2025-01-27,48.0,North,married,9817.898902055438,23.669055831878715,575.9881347026558,27575.764829026175,21887.66935265011,24,1,0,24,0,1,865.1022494121039,2025-03-01,DEFAULT,DEFAULT,1
1923,2025-08-12,2025-08-26,28.0,West,married,2545.2268017246747,4.222544555284478,705.1120369244074,4130.960671383182,4130.960671383182,6,3,0,0,0,1,272.14102122997093,2026-07-15,PAID_OFF,OK,0
1924,2024-11-11,2024-11-13,34.0,Ural,single,2216.905053620208,9.725064867605091,690.4626753905918,-4563.314762234115,-4563.314762234115,24,3,0,0,0,0,0.0,2025-02-06,PAID_OFF,OK,0
1925,2024-09-08,2024-09-21,33.0,Siberia,married,2783.6332254517224,7.395123348825946,645.5756091924444,16540.975572981788,14598.206577017125,12,3,0,0,0,0,1896.2207707768382,2025-02-13,PAID_OFF,OK,0
1926,2024-03-23,2024-04-06,48.0,South,single,8616.79477010222,27.40308723434555,,43828.41380002487,34107.122929049365,24,3,0,10,1,1,2011.0480734148884,2024-04-26,DEFAULT,DEFAULT,1
1927,2024-09-15,2024-09-19,56.0,Central,married,5332.444800196445,32.97369959273267,754.0326042084789,9188.998314083734,7492.32394194697,18,2,1,0,0,0,916.1875059732552,2025-04-16,PAID_OFF,OK,0
1928,2024-03-22,2024-04-01,24.0,Siberia,married,7277.632001609738,0.0,569.7791896558023,5615.217350718479,5615.217350718479,24,2,0,0,1,0,1264.9969325113077,2024-11-06,PAID_OFF,OK,0
1929,2024-05-02,2024-05-13,22.0,NW,single,5766.722223628593,,545.2807831686582,58745.8177774701,58745.8177774701,12,1,1,54,0,1,1235.200759079209,2024-05-29,DEFAULT,DEFAULT,1
1930,2025-11-19,2025-11-27,60.0,Volga,single,1809.554851048892,,683.606326115393,16830.09825276335,16682.94339942824,24,2,0,12,1,0,1203.6441479405698,2025-12-26,DEFAULT,DEFAULT,1
1931,2024-02-25,2024-03-06,35.0,Central,married,2177.8519645712877,19.338396820476117,721.6235156647895,5166.376158874111,3964.9221613024615,12,0,0,0,0,0,284.5239040239865,2024-08-16,PAID_OFF,OK,0
1932,2024-12-17,2024-12-18,53.0,Central,single,2471.132126038541,31.59496281056376,598.0457566797191,23008.934573451064,22730.885743248407,6,1,0,0,0,0,1453.8959187269847,2025-09-09,PAID_OFF,OK,0
1933,2025-08-25,2025-09-01,22.0,North,married,2696.0173352758866,,583.4261849859872,12526.480774772821,9945.017304610577,12,2,0,5,1,1,33.110386385724716,2025-09-10,DEFAULT,DEFAULT,1
1934,2025-11-20,2025-11-27,52.0,East,single,2493.3058287827516,29.877561649630895,672.6265205682555,7127.190626968463,7127.190626968463,36,2,0,0,0,0,2082.0305265872043,2026-04-12,PAID_OFF,OK,0
1935,2024-04-09,2024-04-17,70.0,East,single,2642.6455920550834,50.406365817778756,,17406.217368607253,17406.217368607253,36,1,0,0,0,0,4705.0030160099395,2024-12-28,PAID_OFF,OK,0
1936,2024-04-15,2024-04-29,43.0,South,married,4821.129002455498,24.54901086214677,770.3580170388354,34193.016320450435,29094.882191891673,12,1,0,0,0,0,2229.707505414355,2024-09-04,PAID_OFF,OK,0
1937,2024-09-17,2024-09-29,51.0,NW,married,3745.897131633626,31.579613495192387,714.4963826854835,9810.949860491179,8163.304598196802,6,3,0,0,0,0,343.8126286747039,2025-02-25,PAID_OFF,OK,0
1938,2025-01-31,2025-02-09,35.0,Siberia,single,6440.795179558576,13.669014591565537,671.0840674900913,8112.591836174737,7831.953146902818,12,3,0,0,0,0,832.8107088168811,2025-08-06,PAID_OFF,OK,0
1939,2025-11-26,2025-12-02,34.0,NW,divorced,3969.6666585530097,20.0,634.6240877976813,7578.099294809907,7578.099294809907,24,2,1,0,0,0,2105.84257511825,2026-03-18,PAID_OFF,OK,0
1940,2024-05-25,2024-05-31,21.0,Central,single,2495.8384888979353,0.0,631.9943015327839,8273.955372925822,4109.897774421216,36,6,0,0,0,0,1567.235139666809,2025-03-12,PAID_OFF,OK,0
1941,2024-04-30,2024-04-30,45.0,South,single,3845.847305566994,30.448899158236685,628.2317483556614,5634.231107910459,5478.903106557832,36,0,0,48,1,0,555.0221582192769,2024-05-06,DEFAULT,DEFAULT,1
1942,2024-06-26,2024-07-04,72.0,Central,single,,52.76772771879038,662.2670259139239,16969.544069484284,16969.544069484284,12,2,1,11,1,1,281.8638209059713,2024-08-16,RESTRUCTURED,IN_ARREARS,1
1943,2025-09-28,2025-10-01,24.0,West,single,,10.0,617.4336565702804,21559.208787257932,19921.162846217092,24,0,0,13,1,1,948.5232346280856,2025-10-20,DEFAULT,DEFAULT,1
1944,2024-01-09,2024-01-22,42.0,Central,single,4827.694623746751,12.75662867219065,,14725.398484722367,14401.559315252793,12,2,0,0,1,0,1752.605025093693,2024-04-13,PAID_OFF,OK,0
1945,2024-09-23,2024-10-04,66.0,Ural,single,5823.596335066526,51.68407523231589,606.3173364317547,13403.64536264736,12734.449480068588,36,0,0,45,1,1,623.3888811720467,2024-11-02,DEFAULT,DEFAULT,1
1946,2024-03-14,2024-03-27,46.0,Siberia,married,3628.530259237156,32.0,637.6144336856179,25578.642234149083,25578.642234149083,12,1,0,0,0,0,2821.5100860678594,2025-03-09,PAID_OFF,OK,0
1947,2024-04-10,2024-04-24,62.0,FarEast,single,2878.041889859442,39.21392769624684,643.1873325511344,6192.675892463591,6068.991888911318,24,3,1,0,0,0,1603.608094475509,2025-04-23,PAID_OFF,OK,0
1948,2025-10-26,2025-11-01,39.0,South,single,1789.3060542182664,12.748575756759609,666.8410657608513,14845.852229443642,14845.852229443642,24,2,0,0,0,0,4690.628769381773,2026-09-13,EARLY_REPAYMENT,LATE_BUT_CURED,0
1949,2023-12-27,2024-01-02,52.0,Volga,single,6272.816670697718,38.0,688.0328954227938,19335.435197163246,17816.528973612967,12,0,0,0,0,0,3092.3971293775244,2024-07-23,PAID_OFF,OK,0
1950,2024-08-14,2024-08-23,75.0,NW,single,4477.335137926131,48.879174896300874,,11264.972302366632,10107.973463794531,12,5,1,0,0,1,911.1885427912998,2025-05-18,PAID_OFF,OK,0
1951,2025-10-25,2025-10-31,52.0,Cntral,civil_union,4048.513362804051,,736.628298779272,17842.534190986196,17698.00354871304,12,2,1,0,0,0,2482.576694574023,2025-12-23,PAID_OFF,OK,0
1952,2025-03-16,2025-03-20,64.0,Sibéria,single,3491.568550143607,49.47603831199358,729.7117502767186,37337.42746316368,37337.42746316368,12,0,0,0,0,0,4649.981084558912,2026-01-05,PAID_OFF,OK,0
1953,2024-02-12,2024-02-22,58.0,West,married,2767.591947574539,35.19685036192334,742.1992738463481,8006.30972342834,8006.30972342834,12,0,0,0,0,0,1109.5783588358809,2024-09-28,PAID_OFF,OK,0
1954,2024-11-29,2024-12-05,23.0,South,single,2005.9575400489914,0.16314254815717777,685.0236675488693,16177.327450129014,13871.760946264138,36,3,0,20,1,1,789.4169533530197,2024-12-25,DEFAULT,DEFAULT,1
1955,2025-11-26,2025-12-10,27.0,Volga,widowed,3971.3855751023493,13.0,538.3613779510185,10635.566606281862,9573.185691779008,12,2,0,0,0,0,1311.7305749096142,2026-06-09,PAID_OFF,OK,0
1956,2024-10-16,2024-10-19,53.0,Central,married,2673.7995474107233,29.463560907267514,686.9238720371665,45574.87163099074,42386.93078653689,24,2,0,53,1,1,322.3058709200522,2024-11-03,RESTRUCTURED,IN_ARREARS,1
1957,2025-01-15,2025-01-21,38.0,Central,civil_union,2831.431593982586,13.212198169002944,,5153.561276952377,4430.225652686136,36,1,0,55,1,1,375.28732671326935,2025-01-31,DEFAULT,DEFAULT,1
1958,2025-01-16,2025-01-23,46.0,West,widowed,,10.506049945626625,611.9028202666852,6860.017808851129,6051.4944201847875,36,1,0,0,0,0,2568.120360903717,2025-04-17,PAID_OFF,OK,0
1959,2025-04-14,2025-04-27,46.0,North,married,3416.8677600622555,29.607817347059143,,22650.824313332563,20456.681527006807,12,2,0,0,0,0,2770.2722845666435,2025-11-01,PAID_OFF,OK,0
1960,2024-05-08,2024-05-16,64.0,Central,single,1026.6337294681693,40.13273284136707,552.2250059600867,14987.633279020176,14322.526812605634,36,2,0,29,1,1,648.7557069181203,2024-05-31,DEFAULT,DEFAULT,1
1961,2025-09-04,2025-09-05,75.0,Ural,married,2677.902253499499,56.914235279771866,636.2951585176868,7978.241873679618,7978.241873679618,12,2,0,37,1,1,215.40925672119238,2025-10-13,DEFAULT,DEFAULT,1
1962,2025-12-18,2025-12-23,75.0,West,married,2121.316941106613,52.26425397503224,,5824.375731675303,5084.193600187151,12,2,1,43,1,1,42.35413808186368,2026-01-07,DEFAULT,DEFAULT,1
1963,2024-04-01,2024-04-14,22.0,North,married,,6.67728600948362,651.9407285203695,12041.519299800808,8438.60602172748,12,1,0,49,1,1,85.48265101195133,2024-05-27,DEFAULT,DEFAULT,1
1964,2025-08-17,2025-08-21,61.0,Volga,married,1716.945378996126,45.87573293072495,620.0940872203116,19401.372162569634,14363.935305721017,6,4,0,12,1,1,10.671959816377209,2025-10-02,DEFAULT,DEFAULT,1
1965,2025-08-15,2025-08-20,60.0,Central,married,4347.4035513281415,33.02273297092609,,4836.506656952993,4836.506656952993,24,3,0,0,0,0,1027.7576529424803,2026-02-21,PAID_OFF,OK,0
1966,2025-06-24,2025-06-26,68.0,North,single,3018.4084975957267,43.68018761463944,699.9690944242595,19735.033029052407,15793.17011761342,24,2,0,31,1,1,483.5138888031399,2025-08-01,DEFAULT,IN_ARREARS,1
1967,2024-09-18,2024-09-28,42.0,North,married,2759.105928506619,22.905716356265536,687.7273355620828,12455.7642854234,11794.887236894503,6,1,0,0,0,0,606.2058065710451,2024-11-12,PAID_OFF,OK,0
1968,2024-12-06,2024-12-08,47.0,Ural,single,3771.8752409420094,32.036171029402944,690.8676058755744,37022.3570165542,34842.3852181048,6,1,0,54,1,1,77.26146385841618,2025-01-20,RESTRUCTURED,IN_ARREARS,1
1969,2025-08-31,2025-09-05,44.0,Central,single,3368.3888520572987,22.56491938709052,704.1537393080594,21706.544975909354,21706.544975909354,12,0,0,31,0,1,159.51831015739535,2025-10-22,DEFAULT,DEFAULT,1
1970,2024-04-11,2024-04-21,39.0,Siberia,divorced,3272.0213736118185,18.071336799082626,524.1689773523196,8814.147456180555,7799.706904517907,6,2,0,0,0,0,354.6690542729997,2024-10-26,EARLY_REPAYMENT,OK,0
1971,2025-08-15,2025-08-28,32.0,South,married,3128.862822433404,11.742636303844453,676.1980871802689,45802.61347621156,45287.80651542719,12,2,1,17,0,1,261.7009645127483,2025-09-19,DEFAULT,DEFAULT,1
1972,2025-11-01,2025-11-04,55.0,East,single,3464.6300532170985,,,20673.725606341584,14687.024437294427,36,1,0,0,0,0,3300.5393432507203,2026-07-07,PAID_OFF,OK,0
1973,2025-05-09,2025-05-13,18.0,Volga,married,4155.1602863811395,0.0,,69937.49479660977,69937.49479660977,24,2,0,10,1,1,5388.132340479507,2025-06-19,DEFAULT,DEFAULT,1
1974,2024-09-05,2024-09-06,61.0,Central,single,3903.0102601856875,38.073868957338284,,5715.988547945701,5715.988547945701,36,1,0,0,0,0,1729.5602801319612,2025-03-11,PAID_OFF,OK,0
1975,2025-02-06,2025-02-12,66.0,Ural,single,6148.466848228625,49.004605638484975,670.2889858186372,16195.916598108333,12175.456495220202,36,7,0,0,0,1,5683.450511662666,2025-09-01,PAID_OFF,OK,0
1976,2024-01-23,2024-02-06,31.0,NW,married,2662.9064635059863,17.0,636.1302050113211,8729.530201434698,8572.867511345989,12,3,0,0,0,0,1105.351186301763,2025-01-10,PAID_OFF,OK,0
